DOWNLOADED,ALL
2M64.pdb.gz,1YVT
2M63.pdb.gz,1Z81
2M55.pdb.gz,1Z87
2M52.pdb.gz,1Z9M
2M48.pdb.gz,1YXK
2M47.pdb.gz,1YXJ
2M46.pdb.gz,1YWV
2M41.pdb.gz,1Z97
2M38.pdb.gz,1YX6
2M33.pdb.gz,1YX5
2M32.pdb.gz,1Z95
2M30.pdb.gz,1Z93
2M29.pdb.gz,1YWQ
2M28.pdb.gz,1YXV
2M26.pdb.gz,1YXT
2M20.pdb.gz,1Z9T
2M19.pdb.gz,1YXS
2M14.pdb.gz,1Z9Y
2M9X.pdb.gz,1YXX
2M9V.pdb.gz,1YZI
2M9Q.pdb.gz,1YYV
2M9P.pdb.gz,1YZ6
2M9M.pdb.gz,1YYY
2M9K.pdb.gz,1YZV
2M9H.pdb.gz,1YZZ
2M9G.pdb.gz,1ZB9
2M09.pdb.gz,1ZD8
2M8X.pdb.gz,1ZD6
2M8T.pdb.gz,1ZCR
2M8S.pdb.gz,1ZBZ
2M8R.pdb.gz,1ZBY
2M8P.pdb.gz,1ZCH
2M8N.pdb.gz,1ZDM
2M8H.pdb.gz,1ZE8
2M8C.pdb.gz,1ZDU
2M7W.pdb.gz,1ZEJ
2M7V.pdb.gz,1ZG4
2M7U.pdb.gz,1ZFQ
2M7N.pdb.gz,1ZG6
2M7L.pdb.gz,1ZFK
2M7A.pdb.gz,1ZGU
2M07.pdb.gz,1ZH4
2M6T.pdb.gz,1ZH2
2M6S.pdb.gz,1ZGY
2M6R.pdb.gz,1ZH9
2M6B.pdb.gz,1ZGV
2M06.pdb.gz,1ZGE
2M5Y.pdb.gz,1ZGI
2M5V.pdb.gz,1ZGH
2M5T.pdb.gz,1ZGF
2M5S.pdb.gz,1ZI6
2M5N.pdb.gz,1ZI5
2M5M.pdb.gz,1ZI4
2M5J.pdb.gz,1ZHR
2M5I.pdb.gz,1ZI3
2M5H.pdb.gz,1ZHP
2M5G.pdb.gz,1ZI1
2M5E.pdb.gz,1ZI9
2M5D.pdb.gz,1ZI8
2M5C.pdb.gz,1ZHM
2M5B.pdb.gz,1ZHJ
2M5A.pdb.gz,1ZHG
2M4N.pdb.gz,1ZJ5
2M4M.pdb.gz,1ZJ4
2M4K.pdb.gz,1ZJ3
2M4I.pdb.gz,1ZJ2
2M4F.pdb.gz,1ZIP
2M4E.pdb.gz,1ZJ1
2M04.pdb.gz,1ZIZ
2M3W.pdb.gz,1ZIY
2M3V.pdb.gz,1ZIX
2M3U.pdb.gz,1ZID
2M3T.pdb.gz,1ZIC
2M3S.pdb.gz,1ZIO
2M3M.pdb.gz,1ZJ0
2M3K.pdb.gz,1ZIN
2M3C.pdb.gz,1ZK4
2M3B.pdb.gz,1ZJR
2M03.pdb.gz,1ZK2
2M2W.pdb.gz,1ZJZ
2M2V.pdb.gz,1ZJY
2M2U.pdb.gz,1ZJD
2M2T.pdb.gz,1ZJP
2M2K.pdb.gz,1ZK1
2M2D.pdb.gz,1ZJO
2M2B.pdb.gz,1ZK0
2M2A.pdb.gz,1ZKI
2M1Z.pdb.gz,1ZKO
2M1X.pdb.gz,1ZLY
2M1W.pdb.gz,1ZLX
2M1N.pdb.gz,1ZM8
2M1M.pdb.gz,1ZLT
2M1L.pdb.gz,1ZLR
2M1H.pdb.gz,1ZM0
2M1C.pdb.gz,1ZLL
2M1B.pdb.gz,1ZLK
2M0V.pdb.gz,1ZN6
2M0U.pdb.gz,1ZMJ
2M0T.pdb.gz,1ZMS
2M0R.pdb.gz,1ZN2
2M0Q.pdb.gz,1ZMN
2M0N.pdb.gz,1ZML
2M0M.pdb.gz,1ZNZ
2M0K.pdb.gz,1ZNY
2M0J.pdb.gz,1ZNX
2M0G.pdb.gz,1ZNW
2M0F.pdb.gz,1ZO2
2M0E.pdb.gz,1ZPC
2M0D.pdb.gz,1ZPB
2M0A.pdb.gz,1ZOM
2M00.pdb.gz,1ZOL
2LZT.pdb.gz,1ZP2
2LZN.pdb.gz,1ZPZ
2LZM.pdb.gz,1ZPV
2LZJ.pdb.gz,1ZPS
2LZH.pdb.gz,1ZQZ
2LZG.pdb.gz,1ZQY
2LZF.pdb.gz,1ZQX
2LZ6.pdb.gz,1ZRH
2LZ2.pdb.gz,1ZRB
2LZ0.pdb.gz,1ZQW
2LYZ.pdb.gz,1ZQV
2LYY.pdb.gz,1ZQU
2LYV.pdb.gz,1ZSA
2LYO.pdb.gz,1ZSC
2LYM.pdb.gz,1ZSB
2LYL.pdb.gz,1ZRN
2LYK.pdb.gz,1ZRM
2LYJ.pdb.gz,1ZRK
2LYI.pdb.gz,1ZS9
2LYD.pdb.gz,1ZTJ
2LYC.pdb.gz,1ZTF
2LYB.pdb.gz,1ZTD
2LYA.pdb.gz,1ZSL
2LY8.pdb.gz,1ZSK
2LY7.pdb.gz,1ZSJ
2LY4.pdb.gz,1ZTL
2LY2.pdb.gz,1ZTK
2LY1.pdb.gz,1ZTZ
2LY0.pdb.gz,1ZTW
2LXX.pdb.gz,1ZTT
2LXU.pdb.gz,1ZVH
2LXT.pdb.gz,1ZV5
2LXS.pdb.gz,1ZWL
2LXP.pdb.gz,1ZWH
2LXN.pdb.gz,1ZVY
2LXM.pdb.gz,1ZW9
2LXL.pdb.gz,1ZX2
2LXF.pdb.gz,1ZWZ
2LXE.pdb.gz,1ZYB
2LXD.pdb.gz,1ZXU
2LXC.pdb.gz,1ZZM
2LXB.pdb.gz,1ZZJ
2LWY.pdb.gz,1ZYS
2LWX.pdb.gz,1ZZW
2LWW.pdb.gz,1ZZZ
2LWJ.pdb.gz,1ZZY
2LWI.pdb.gz,2A0X
2LWF.pdb.gz,2A0W
2LWE.pdb.gz,2A14
2LWD.pdb.gz,2A0Y
2LW9.pdb.gz,2A0C
2LW8.pdb.gz,2A11
2LW7.pdb.gz,2A0N
2LW4.pdb.gz,2A28
2LW1.pdb.gz,2A25
2LVZ.pdb.gz,2A24
2LVW.pdb.gz,2A1L
2LVV.pdb.gz,2A32
2LVS.pdb.gz,2A31
2LVQ.pdb.gz,2A49
2LVP.pdb.gz,2A48
2LVO.pdb.gz,2A47
2LVM.pdb.gz,2A3U
2LVL.pdb.gz,2A46
2LVF.pdb.gz,2A3K
2LVE.pdb.gz,2A3I
2LVB.pdb.gz,2A4X
2LVA.pdb.gz,2A4W
2LV8.pdb.gz,2A5C
2LV7.pdb.gz,2A5B
2LV6.pdb.gz,2A4L
2LV5.pdb.gz,2A4E
2LV4.pdb.gz,2A4O
2LV3.pdb.gz,2A6B
2LV1.pdb.gz,2A5S
2LUZ.pdb.gz,2A6Z
2LUX.pdb.gz,2A6Y
2LUW.pdb.gz,2A7C
2LUU.pdb.gz,2A7A
2LUT.pdb.gz,2AM9
2LUS.pdb.gz,2AMY
2LUP.pdb.gz,2AMB
2LUO.pdb.gz,2AMA
2LUL.pdb.gz,2AMH
2LUI.pdb.gz,2ANV
2LUH.pdb.gz,2B07
2LUE.pdb.gz,2AO6
2LUD.pdb.gz,2ANS
2LUC.pdb.gz,2ANR
2LU5.pdb.gz,2ANP
2LU4.pdb.gz,2ANZ
2LU3.pdb.gz,2ANY
2LU2.pdb.gz,2ANX
2LU1.pdb.gz,2ANW
2LTT.pdb.gz,2ANB
2LTS.pdb.gz,2ANN
2LTR.pdb.gz,2ANM
2LTM.pdb.gz,2ANJ
2LTL.pdb.gz,2B16
2LTK.pdb.gz,2B15
2LTJ.pdb.gz,2B14
2LTH.pdb.gz,2B13
2LTE.pdb.gz,2AOQ
2LTD.pdb.gz,2B0Q
2LTC.pdb.gz,2B0P
2LTB.pdb.gz,1XBC
2LTA.pdb.gz,1XCL
2LT9.pdb.gz,1XCA
2LT7.pdb.gz,1XCJ
2LT5.pdb.gz,1XDN
2LT3.pdb.gz,1XDZ
2LT2.pdb.gz,1XDX
2LSV.pdb.gz,1XDA
2LSU.pdb.gz,1XEU
2LST.pdb.gz,1XEQ
2LSP.pdb.gz,1XEG
2LSN.pdb.gz,1XFP
2LSL.pdb.gz,1XFJ
2LSK.pdb.gz,1XGO
2LSJ.pdb.gz,1XI6
2LSI.pdb.gz,1XHY
2LSH.pdb.gz,1XHF
2LSG.pdb.gz,1XHE
2LSE.pdb.gz,1XI0
2LSB.pdb.gz,1XJ7
2LS8.pdb.gz,1XJ6
2LS6.pdb.gz,1XJ4
2LS5.pdb.gz,1XIO
2LS0.pdb.gz,1XK5
2LRT.pdb.gz,1XJI
2LRP.pdb.gz,1XJO
2LRO.pdb.gz,1XKF
2LRN.pdb.gz,1XKR
2LRM.pdb.gz,1XMA
2LRJ.pdb.gz,1XLO
2LRH.pdb.gz,1XLN
2LRG.pdb.gz,1WPT
2LRE.pdb.gz,1X1T
2LRC.pdb.gz,1X25
2LR6.pdb.gz,1WPS
2LR4.pdb.gz,1WR2
2LR1.pdb.gz,1X2W
2LR0.pdb.gz,1X36
2LQV.pdb.gz,1WSD
2LQU.pdb.gz,1WRS
2LQR.pdb.gz,1X42
2LQM.pdb.gz,1WRT
2LQL.pdb.gz,1WTA
2LQI.pdb.gz,1WTL
2LQH.pdb.gz,1WT3
2LQG.pdb.gz,1WT2
2LQC.pdb.gz,1WSP
2LQ8.pdb.gz,1WT1
2LQ5.pdb.gz,1WT0
2LQ3.pdb.gz,1WSZ
2LPY.pdb.gz,1WT9
2LPX.pdb.gz,1WT6
2LPV.pdb.gz,1WUD
2LPU.pdb.gz,1WVC
2LPR.pdb.gz,1WVJ
2LPN.pdb.gz,1X6U
2LPM.pdb.gz,1WV3
2LPK.pdb.gz,1X8H
2LPJ.pdb.gz,1X8G
2LPI.pdb.gz,1X8F
2LPE.pdb.gz,1X8B
2LPC.pdb.gz,1WWA
2LPB.pdb.gz,1WWP
2LP8.pdb.gz,1X8I
2LP7.pdb.gz,1WVW
2LP3.pdb.gz,1X7V
2LP2.pdb.gz,1X7T
2LP1.pdb.gz,1X7S
2LOZ.pdb.gz,1WVR
2LOY.pdb.gz,1X7R
2LOX.pdb.gz,1WVY
2LOS.pdb.gz,1WVX
2LOR.pdb.gz,1WXI
2LOQ.pdb.gz,1WXH
2LOP.pdb.gz,1WXG
2LOO.pdb.gz,1X9G
2LOK.pdb.gz,1WXF
2LOE.pdb.gz,1WXE
2LOB.pdb.gz,1X9Q
2LO6.pdb.gz,1WXJ
2LO0.pdb.gz,1X99
2LNZ.pdb.gz,1X9A
2LNX.pdb.gz,1WZ1
2LNW.pdb.gz,1X9U
2LNV.pdb.gz,1X9R
2LNU.pdb.gz,1WYY
2LNT.pdb.gz,1XMJ
2LNS.pdb.gz,1XNZ
2LNK.pdb.gz,1XOD
2LNJ.pdb.gz,1XNN
2LNI.pdb.gz,1XNH
2LNH.pdb.gz,1Y01
2LND.pdb.gz,1XOX
2LNC.pdb.gz,1XP9
2LN7.pdb.gz,1Y0X
2LN0.pdb.gz,1Y1D
2LMV.pdb.gz,1XPC
2LMU.pdb.gz,1XPB
2LMT.pdb.gz,1Y0K
2LMS.pdb.gz,1Y0H
2LMR.pdb.gz,1XOW
2LMI.pdb.gz,1Y17
2LMD.pdb.gz,1XOU
2LMC.pdb.gz,1XP6
2LM5.pdb.gz,1Y0Q
2LM4.pdb.gz,1XP1
2LM3.pdb.gz,1XQA
2LM2.pdb.gz,1XPZ
2LM1.pdb.gz,1Y1Z
2LM0.pdb.gz,1Y2G
2LLZ.pdb.gz,1XQ1
2LLY.pdb.gz,1Y21
2LLX.pdb.gz,1XQ0
2LLU.pdb.gz,1Y20
2LLT.pdb.gz,1Y1N
2LLS.pdb.gz,1XPT
2LLN.pdb.gz,1XPS
2LLL.pdb.gz,1XQ3
2LLI.pdb.gz,1XQP
2LLG.pdb.gz,1XQO
2LLF.pdb.gz,1Y30
2LLE.pdb.gz,1XQN
2LLA.pdb.gz,1XQM
2LL8.pdb.gz,1XQY
2LL7.pdb.gz,1XQX
2LL6.pdb.gz,1Y39
2LL0.pdb.gz,1XQW
2LKY.pdb.gz,1Y2W
2LKV.pdb.gz,1Y38
2LKU.pdb.gz,1XQV
2LKT.pdb.gz,1Y2V
2LKR.pdb.gz,1Y2U
2LKP.pdb.gz,1Y2T
2LKO.pdb.gz,1XRR
2LKN.pdb.gz,1Y43
2LKM.pdb.gz,1XRQ
2LKK.pdb.gz,1XRP
2LKI.pdb.gz,1XRO
2LKH.pdb.gz,1XRN
2LKG.pdb.gz,1XRM
2LKF.pdb.gz,1XRL
2LKD.pdb.gz,1XRK
2LKC.pdb.gz,1XRY
2LK4.pdb.gz,1Y3Y
2LJY.pdb.gz,1XRX
2LJW.pdb.gz,1XS9
2LJU.pdb.gz,1Y3X
2LJP.pdb.gz,1Y3W
2LJL.pdb.gz,1Y3V
2LJK.pdb.gz,1Y3U
2LJH.pdb.gz,1XS5
2LJC.pdb.gz,1Y5B
2LJB.pdb.gz,1Y5A
2LJA.pdb.gz,1Y5H
2LJ8.pdb.gz,1Y53
2LJ6.pdb.gz,1Y52
2LJ4.pdb.gz,1Y51
2LIZ.pdb.gz,1XT0
2LIT.pdb.gz,1Y4O
2LIS.pdb.gz,1Y4L
2LIR.pdb.gz,1Y4Y
2LIQ.pdb.gz,1XT9
2LIO.pdb.gz,1Y59
2LIE.pdb.gz,1XSV
2LI6.pdb.gz,1Y55
2LI5.pdb.gz,1XUB
2LHU.pdb.gz,1XUK
2LHT.pdb.gz,1XUJ
2LHS.pdb.gz,1XUI
2LHM.pdb.gz,1Y6I
2LHL.pdb.gz,1XUH
2LHK.pdb.gz,1XUG
2LHI.pdb.gz,1XUF
2LHH.pdb.gz,1XTP
2LHF.pdb.gz,1XTN
2LHB.pdb.gz,1XTZ
2LHA.pdb.gz,1Y5U
2LH8.pdb.gz,1Y66
2LH7.pdb.gz,1XVM
2LH6.pdb.gz,1XVJ
2LH5.pdb.gz,1Y76
2LH3.pdb.gz,1Y75
2LH2.pdb.gz,1Y74
2LH1.pdb.gz,1Y6P
2LH0.pdb.gz,1Y71
2LGZ.pdb.gz,1Y6O
2LGX.pdb.gz,1Y8C
2LGV.pdb.gz,1XWM
2LGT.pdb.gz,1XVS
2LGR.pdb.gz,1Y7R
2LGO.pdb.gz,1XVO
2LGJ.pdb.gz,1Y80
2LGH.pdb.gz,1XW8
2LGF.pdb.gz,1XXG
2LGE.pdb.gz,1XXE
2LG7.pdb.gz,1XXO
2LG1.pdb.gz,1Y98
2LFW.pdb.gz,1XWV
2LFV.pdb.gz,1XX4
2LFU.pdb.gz,1Y94
2LFT.pdb.gz,1Y92
2LFS.pdb.gz,1Y91
2LFR.pdb.gz,1XWY
2LFP.pdb.gz,1Y8Y
2LFO.pdb.gz,1Y8X
2LFJ.pdb.gz,1XXW
2LFI.pdb.gz,1Y9W
2LFH.pdb.gz,1XXS
2LFG.pdb.gz,1XZJ
2LFF.pdb.gz,1XZI
2LFE.pdb.gz,1XZH
2LFD.pdb.gz,1XZG
2LFC.pdb.gz,1XZF
2LFB.pdb.gz,1XZE
2LF8.pdb.gz,1XZD
2LF7.pdb.gz,1XZC
2LF6.pdb.gz,1XZM
2LF4.pdb.gz,1XZL
2LF3.pdb.gz,1XZ6
2LF2.pdb.gz,1XZB
2LF1.pdb.gz,1XZA
2LF0.pdb.gz,1XZZ
2LEZ.pdb.gz,1XZX
2LEX.pdb.gz,1YAL
2LEQ.pdb.gz,1YB7
2LEN.pdb.gz,1YB6
2LEM.pdb.gz,1YAS
2LEJ.pdb.gz,1YB2
2LEH.pdb.gz,1YC1
2LEF.pdb.gz,1YBK
2LEC.pdb.gz,1YBX
2LEB.pdb.gz,1YC8
2LEA.pdb.gz,1YC7
2LE8.pdb.gz,1YC5
2LE2.pdb.gz,1YC4
2LE1.pdb.gz,1YC3
2LE0.pdb.gz,1YCY
2LDY.pdb.gz,1YE5
2LDU.pdb.gz,1YDC
2LDK.pdb.gz,1YDB
2LDI.pdb.gz,1YDA
2LD7.pdb.gz,1YDI
2LD6.pdb.gz,1YDF
2LD4.pdb.gz,1YDD
2LD1.pdb.gz,1YET
2LCW.pdb.gz,1YF5
2LCU.pdb.gz,1YES
2LCT.pdb.gz,1YF4
2LCR.pdb.gz,1YER
2LCQ.pdb.gz,1YGS
2LCP.pdb.gz,1YHW
2LCJ.pdb.gz,1YHV
2LCI.pdb.gz,1YHS
2LCH.pdb.gz,1UYX
2LCG.pdb.gz,1UZX
2LCF.pdb.gz,1VA7
2LCB.pdb.gz,1VB4
2LCA.pdb.gz,1VB2
2LC9.pdb.gz,1VAP
2LC7.pdb.gz,1VAK
2LC6.pdb.gz,1VAJ
2LC5.pdb.gz,1VBP
2LC4.pdb.gz,1VC1
2LC2.pdb.gz,1VC9
2LC1.pdb.gz,1VC8
2LC0.pdb.gz,1VD6
2LBX.pdb.gz,1VCT
2LBW.pdb.gz,1VCR
2LBV.pdb.gz,1VD3
2LBT.pdb.gz,1VCQ
2LBS.pdb.gz,1VD1
2LBO.pdb.gz,1VCZ
2LBM.pdb.gz,1VCY
2LBH.pdb.gz,1VCD
2LBF.pdb.gz,1VE4
2LBD.pdb.gz,1VDP
2LBC.pdb.gz,1VDF
2LBA.pdb.gz,1VEU
2LB9.pdb.gz,1VET
2LB6.pdb.gz,1VES
2LB5.pdb.gz,1VF4
2LAS.pdb.gz,1VF1
2LAP.pdb.gz,1VEA
2LAO.pdb.gz,1VG7
2LAN.pdb.gz,1VG6
2LAK.pdb.gz,1VG3
2LAI.pdb.gz,1VG2
2LAH.pdb.gz,1VFA
2LAF.pdb.gz,1VFN
2LAE.pdb.gz,1VH9
2LAB.pdb.gz,1VH7
2LAA.pdb.gz,1VH6
2LA8.pdb.gz,1VH5
2LA7.pdb.gz,1VHB
2LA4.pdb.gz,1VGI
2LA3.pdb.gz,1VGC
2L97.pdb.gz,1VI7
2L90.pdb.gz,1VHU
2L89.pdb.gz,1VHI
2L85.pdb.gz,1VJ9
2L84.pdb.gz,1VJA
2L82.pdb.gz,1VID
2L81.pdb.gz,1VJ3
2L80.pdb.gz,1VJ2
2L78.pdb.gz,1VIN
2L74.pdb.gz,1VK6
2L73.pdb.gz,1VJH
2L72.pdb.gz,1VJG
2L69.pdb.gz,1VK4
2L68.pdb.gz,1VJR
2L67.pdb.gz,1VK2
2L66.pdb.gz,1VK1
2L65.pdb.gz,1VJM
2L59.pdb.gz,1VKW
2L57.pdb.gz,1VL1
2L53.pdb.gz,1VLZ
2L51.pdb.gz,1VLT
2L50.pdb.gz,1VM1
2L49.pdb.gz,1VM0
2L48.pdb.gz,1W0H
2L47.pdb.gz,1W01
2L42.pdb.gz,1W00
2L40.pdb.gz,1W0Z
2L39.pdb.gz,1VPD
2L38.pdb.gz,1W12
2L31.pdb.gz,1W11
2L30.pdb.gz,1W10
2L29.pdb.gz,1W0X
2L28.pdb.gz,1VP8
2L27.pdb.gz,1VP6
2L26.pdb.gz,1W14
2L25.pdb.gz,1W13
2L23.pdb.gz,1W2E
2L22.pdb.gz,1VPQ
2L21.pdb.gz,1VPP
2L19.pdb.gz,1VPL
2L18.pdb.gz,1VPY
2L17.pdb.gz,1VR1
2L14.pdb.gz,1VR7
2L10.pdb.gz,1W2U
2L9Y.pdb.gz,1V6D
2L9W.pdb.gz,1UTU
2L9S.pdb.gz,1UU6
2L9Q.pdb.gz,1UU5
2L9P.pdb.gz,1UU4
2L9N.pdb.gz,1UTQ
2L9M.pdb.gz,1UTP
2L9L.pdb.gz,1UU9
2L9J.pdb.gz,1UVP
2L9H.pdb.gz,1UVO
2L9F.pdb.gz,1UV7
2L9D.pdb.gz,1V77
2L9C.pdb.gz,1V6T
2L9B.pdb.gz,1V75
2L8Y.pdb.gz,1UV4
2L8V.pdb.gz,1VQT
2L8T.pdb.gz,1VSB
2L8R.pdb.gz,1W3R
2L8O.pdb.gz,1W3Q
2L8L.pdb.gz,1W3P
2L8K.pdb.gz,1W3O
2L8J.pdb.gz,1VST
2L8B.pdb.gz,1W4T
2L8A.pdb.gz,1W4Q
2L7W.pdb.gz,1W4P
2L7U.pdb.gz,1VSO
2L7Q.pdb.gz,1W4O
2L7P.pdb.gz,1VSN
2L7N.pdb.gz,1W6O
2L7L.pdb.gz,1W6N
2L7I.pdb.gz,1W6M
2L7H.pdb.gz,1W5V
2L7E.pdb.gz,1W66
2L7A.pdb.gz,1W5Y
2L6Z.pdb.gz,1W5X
2L6Y.pdb.gz,1W5W
2L6X.pdb.gz,1W80
2L6U.pdb.gz,1W77
2L6P.pdb.gz,1W6Q
2L6O.pdb.gz,1W6P
2L6N.pdb.gz,1VWI
2L6M.pdb.gz,1W8G
2L6L.pdb.gz,1W8C
2L6K.pdb.gz,1VWL
2L6J.pdb.gz,1VWK
2L6H.pdb.gz,1VWJ
2L6G.pdb.gz,1VWA
2L6F.pdb.gz,1W7Z
2L6E.pdb.gz,1W9G
2L6D.pdb.gz,1W9F
2L6C.pdb.gz,1W8W
2L6B.pdb.gz,1W97
2L6A.pdb.gz,1W9A
2L06.pdb.gz,1W8Z
2L5Y.pdb.gz,1VYD
2L5V.pdb.gz,1VYO
2L5Q.pdb.gz,1W9T
2L5P.pdb.gz,1W9S
2L5O.pdb.gz,1VZI
2L5L.pdb.gz,1VZH
2L5E.pdb.gz,1VZG
2L5D.pdb.gz,1VZQ
2L5C.pdb.gz,1VYZ
2L5A.pdb.gz,1VZZ
2L4Z.pdb.gz,1VZW
2L4X.pdb.gz,1VZV
2L4W.pdb.gz,1WA4
2L4V.pdb.gz,1WAU
2L4T.pdb.gz,1WAT
2L4S.pdb.gz,1WAB
2L4R.pdb.gz,1WBU
2L4Q.pdb.gz,1WBE
2L4O.pdb.gz,1WD5
2L4N.pdb.gz,1WCZ
2L4K.pdb.gz,1WCX
2L4I.pdb.gz,1WCW
2L4H.pdb.gz,1WCV
2L4D.pdb.gz,1WD6
2L4C.pdb.gz,1WCC
2L3Y.pdb.gz,1WCK
2L3W.pdb.gz,1WE4
2L3T.pdb.gz,1WDN
2L3S.pdb.gz,1WDY
2L3R.pdb.gz,1WDX
2L3O.pdb.gz,1WDE
2L3N.pdb.gz,1WEF
2L3L.pdb.gz,1WEI
2L3G.pdb.gz,1WEG
2L3F.pdb.gz,1WG0
2L3D.pdb.gz,1WJ9
2L3C.pdb.gz,1WKW
2L3B.pdb.gz,1WKL
2L3A.pdb.gz,1WKK
2L2S.pdb.gz,1WKJ
2L2Q.pdb.gz,1WL2
2L2N.pdb.gz,1WMA
2L2K.pdb.gz,1WLI
2L2I.pdb.gz,1WM5
2L2G.pdb.gz,1WMY
2L2F.pdb.gz,1WMU
2L2E.pdb.gz,1WN6
2L2C.pdb.gz,1X09
2L2B.pdb.gz,1WOD
2L2A.pdb.gz,1WNI
2L02.pdb.gz,1WNH
2L1W.pdb.gz,1X08
2L1U.pdb.gz,1X07
2L1T.pdb.gz,1X06
2L1R.pdb.gz,1X04
2L1N.pdb.gz,1X03
2L1M.pdb.gz,1X1E
2L1L.pdb.gz,1X0K
2L1K.pdb.gz,1WOJ
2L1H.pdb.gz,1X0I
2L1G.pdb.gz,1WP8
2L1F.pdb.gz,1WP7
2L1E.pdb.gz,1X0S
2L1D.pdb.gz,1X1P
2L1C.pdb.gz,1X1V
2L1A.pdb.gz,1XA9
2L01.pdb.gz,1XAP
2L0Y.pdb.gz,1XAO
2L0X.pdb.gz,1XB8
2L0W.pdb.gz,1XB7
2L0T.pdb.gz,1XB6
2L0R.pdb.gz,1XAT
2L0P.pdb.gz,1XAS
2L0J.pdb.gz,1XB3
2L0I.pdb.gz,1XC8
2L0F.pdb.gz,1XBU
2L0D.pdb.gz,1XBB
2L00.pdb.gz,1XBA
2KZX.pdb.gz,2D2S
2KZW.pdb.gz,2D2F
2KZU.pdb.gz,2D2E
2KZT.pdb.gz,2D2A
2KZN.pdb.gz,2D30
2KZK.pdb.gz,2D3Y
2KZH.pdb.gz,2D3K
2KZF.pdb.gz,2D4X
2KZB.pdb.gz,2D4I
2KZ8.pdb.gz,2CSN
2KZ6.pdb.gz,2CSM
2KZ4.pdb.gz,2D4K
2KYY.pdb.gz,2D5X
2KYV.pdb.gz,2CTV
2KYT.pdb.gz,2CU6
2KYR.pdb.gz,2CUA
2KYM.pdb.gz,2D5I
2KYL.pdb.gz,2CTH
2KYI.pdb.gz,2CV3
2KYH.pdb.gz,2CUL
2KYG.pdb.gz,2CWA
2KYF.pdb.gz,2D7J
2KYC.pdb.gz,2D7T
2KY9.pdb.gz,2D8W
2KY6.pdb.gz,2CX7
2KY4.pdb.gz,2CXB
2KXY.pdb.gz,2CXA
2KXW.pdb.gz,2CWI
2KXV.pdb.gz,2CWS
2KXT.pdb.gz,2D8P
2KXS.pdb.gz,2D8O
2KXR.pdb.gz,2D8N
2KXQ.pdb.gz,2CY9
2KXO.pdb.gz,2CXH
2KXN.pdb.gz,2CXV
2KXL.pdb.gz,2CZ2
2KXI.pdb.gz,2CYP
2KXH.pdb.gz,2CZL
2KXF.pdb.gz,2CZK
2KXC.pdb.gz,2CZI
2KX7.pdb.gz,2CZR
2KX6.pdb.gz,2DCH
2KX4.pdb.gz,2DCD
2KX0.pdb.gz,2DCC
2KWX.pdb.gz,2DCB
2KWV.pdb.gz,2DCA
2KWU.pdb.gz,2DC8
2KWP.pdb.gz,2DC7
2KWO.pdb.gz,2DC6
2KWN.pdb.gz,2DC9
2KWK.pdb.gz,2DDG
2KWJ.pdb.gz,2DCT
2KWI.pdb.gz,2DEM
2KWF.pdb.gz,2DE9
2KWD.pdb.gz,2DE8
2KWC.pdb.gz,2DEA
2KWB.pdb.gz,2DFH
2KWA.pdb.gz,2DFF
2KW8.pdb.gz,2DFE
2KW7.pdb.gz,2DFA
2KW6.pdb.gz,2DFX
2KW5.pdb.gz,2DG6
2KW4.pdb.gz,2DHO
2KW3.pdb.gz,2DHB
2KW2.pdb.gz,2DJ5
2KVR.pdb.gz,2DKO
2KVQ.pdb.gz,2DKE
2KVP.pdb.gz,2DLF
2KVO.pdb.gz,2DN3
2KVK.pdb.gz,2DN1
2KVD.pdb.gz,2DNJ
2KVC.pdb.gz,2DP4
2KVB.pdb.gz,2DP3
2KVA.pdb.gz,2E12
2KV3.pdb.gz,2E0O
2KV1.pdb.gz,2E0M
2KUT.pdb.gz,2DP6
2KUQ.pdb.gz,2E0L
2KUP.pdb.gz,2E0J
2KUN.pdb.gz,2DOH
2KUI.pdb.gz,2E1N
2KUF.pdb.gz,2DPW
2KUE.pdb.gz,2DQ7
2KUD.pdb.gz,2E27
2KUC.pdb.gz,2DPD
2KUA.pdb.gz,2E1C
2KU7.pdb.gz,2E1B
2KU6.pdb.gz,2DPM
2KU5.pdb.gz,2E2R
2KU4.pdb.gz,2E2O
2KTV.pdb.gz,2E30
2KTU.pdb.gz,2DQA
2KTS.pdb.gz,2DQL
2KTR.pdb.gz,2DQK
2KTL.pdb.gz,2E3U
2KTF.pdb.gz,2E3S
2KTE.pdb.gz,2DS2
2KTD.pdb.gz,2E3Q
2KTB.pdb.gz,2DRP
2KT9.pdb.gz,2DS1
2KT7.pdb.gz,2DRZ
2KT5.pdb.gz,2DRY
2KT4.pdb.gz,2E3C
2KSY.pdb.gz,2DS0
2KSV.pdb.gz,2E3O
2KSU.pdb.gz,2E3N
2KSS.pdb.gz,2DRM
2KSR.pdb.gz,2E3M
2KSQ.pdb.gz,2DRJ
2KSP.pdb.gz,2DRI
2KSO.pdb.gz,2DT8
2KSN.pdb.gz,2DST
2KSM.pdb.gz,2DSR
2KSI.pdb.gz,2E4Q
2KSH.pdb.gz,2E4F
2KSF.pdb.gz,2E4P
2KSE.pdb.gz,2DSL
2KSD.pdb.gz,2E5Y
2KSC.pdb.gz,2DTR
2KS6.pdb.gz,2DUA
2KS4.pdb.gz,2DTC
2KS0.pdb.gz,2E6X
2KRT.pdb.gz,2DUV
